CBG,Resilience,Robustness,Vulnerability,Status
482450111011,6.494744632757218,0.0044667832167832,0.0019656019656019,Recovered
482450003082,2.10573992690098,0.0066775866775866,0.0019344799344799,Recovered
482450003071,2.550027941746803,0.0011012891344383,0.002626820693119,Recovered
482450007002,10.508914865981824,0.0052473118279569,0.004496578690127,New normal
482450013021,4.5318142959331515,0.0057871720116618,0.0033002915451895,Recovered
482450002002,1.1710654936461342,0.0044059405940593,0.0015247524752475,Recovered
482450001012,2.1496421838680724,0.0203003003003002,0.0006006006006005,Recovered
483610208001,1.191327586855867,0.0118620689655171,0.0010727969348659,Recovered
481990306002,11.587564922297307,0.0071617647058823,0.0034012066365007,Recovered
482450005001,5.746460562161588,0.0012882298424467,0.003524686983227,Recovered
482450009002,9.504582665954802,0.0063333333333333,0.0038392857142857,Recovered
482450022003,34.8046262907985,0.0,0.0027527978467204,New normal
482450003063,2.604047987968822,0.0048180494905385,0.0022794759825327,Recovered
482450012001,22.476094570671112,0.0,0.0023476523476523,New normal
482450021003,23.00181090282097,0.0,0.0022613560841408,New normal
482450114001,7.5312570020165825,0.0055774830152054,0.0047788510421962,Recovered
482450019003,25.113724068573568,0.0,0.0018848890573028,New normal
482450011002,3.8104645406292894,0.0177777777777777,0.0025800376647834,Recovered
482450020002,27.713539101178004,0.0016544117647058,0.0100731981981981,New normal
482450023001,26.71833571282887,0.0069022869022869,0.0064516129032258,Recovered
482450070013,1.8683915863198828,0.0034839718530101,0.0027365129007036,Recovered
483610220003,17.74105639442298,0.0042606915377616,0.0045753715498938,New normal
481990303002,1.8570903857049244,0.0076608187134503,0.0044509421702404,Recovered
482450013011,1.5732603371272162,0.0187311178247734,0.003262839879154,Recovered
482450118002,8.52236431002241,0.0153879310344827,0.0026847290640394,Recovered
482450111013,8.524052131361914,0.0036216165236253,0.0019796429167361,New normal
483610212002,35.08189233131116,0.0015568663174049,0.0086550676608671,New normal
482450003044,20.401010005917477,0.0035863095238095,0.0080645161290322,New normal
482450022001,13.290052889195495,0.0064909969257795,0.0016312190225233,Recovered
482450001021,16.19318181818182,0.005847619047619,0.0032804232804232,New normal
482450013012,8.000713805844807,0.0035318098916425,0.0042558278541542,Recovered
482450112021,1.5819108052551722,0.0140845070422536,0.0006885758998435,Recovered
482450114005,10.86223081038733,0.0033754385964912,0.0016305469556243,Recovered
482450117002,0.8871487970160088,0.0046069841269841,0.0047999999999999,Recovered
482450017001,14.177703440742764,0.0085015290519877,0.0076277850589777,Recovered
482450013031,5.1988450830096555,0.0071555555555555,0.0043682539682539,Recovered
482450024003,5.914768552534904,0.0064313725490196,0.0019869281045751,Recovered
483610217002,0.5051164041247486,0.0029999999999999,0.0021099999999999,Recovered
482450011001,12.114497106439089,0.0025328947368421,0.0043749999999999,New normal
482450025002,37.42505842902145,0.0,0.003643142043142,New normal
481990307001,1.2284134675114986,0.0020945945945946,0.0038438438438438,Recovered
482450002003,23.873127018370383,0.0050285714285714,0.0048012093726379,New normal
483610212003,23.616082459670302,0.0067158067158067,0.0077033492822966,Recovered
482450002001,16.176115490091235,0.0027862468009346,0.0027795704907088,Recovered
483610203003,5.750466631646011,0.0156966490299823,0.0015873015873015,Recovered
482450003105,9.240484566578663,0.0011512631915574,0.0053638814016172,Recovered
482450021001,8.999690181150969,0.002659508214324,0.0074285714285714,Recovered
483610224002,4.42756484984437,0.0126185567010309,0.006680412371134,Recovered
483610205004,3.5259901495151693,0.0010007122507122,0.0019994212962962,Recovered
482450112031,25.920726132950232,0.0,0.0022763369963369,New normal
482450024004,18.42029036009704,0.0054487179487179,0.0025833333333333,New normal
482450070022,3.308520249833047,0.0020841121495327,0.0031635514018691,Recovered
482450013022,14.549475130931388,0.0018827556696619,0.0048925022583559,New normal
482450109021,10.783994501503212,0.0026086956521739,0.0010696311044743,Recovered
482450003104,20.606557177071423,0.0037209302325581,0.0037619047619047,Recovered
482450022002,9.057369249285864,0.0024050901378579,0.0081655580192165,Recovered
482450007003,28.33121529761955,0.0044840915848944,0.0070394736842105,Recovered
482450025001,22.153823662246868,0.0037570850202429,0.0057205081669691,Recovered
483610215021,29.755941733280277,0.0013636880286163,0.0184464420503671,New normal
482450003043,31.041012782521793,0.0,0.0031154755410074,New normal
483610219005,30.543339197185343,0.0033707035445757,0.0137244897959183,New normal
483610214001,23.604090049440387,0.0030984507746126,0.006903381642512,New normal
482450021002,17.318788294147318,0.0048304498269896,0.0053574660633484,New normal
482450017002,2.4667090471091973,0.025301204819277,0.0010174029451137,Recovered
482450012002,5.218494657967748,0.0224377318494965,0.003050193050193,Recovered
482450108001,0.5614687875239027,0.0019448094612352,0.0009509019233066,Recovered
482450113032,21.36132874960025,0.0072727272727272,0.0049197860962566,Recovered
482450114002,3.0615051806169267,0.0016825396825396,0.0078571428571428,Recovered
482450102001,3.262027794874103,0.0062222222222222,0.0031851851851851,New normal
482450026001,20.568804018281373,0.0109636363636363,0.0008428571428571,Recovered
482450006002,28.77436160341394,0.0007249534945522,0.0037812758906379,New normal
482450003042,20.69745135653605,0.005219298245614,0.0023956442831215,Recovered
482450003023,10.610786537189,0.0040601921261591,0.0041843594331866,Recovered
482450101003,26.122721209426413,0.0041530054644808,0.0061202185792349,New normal
482450071002,7.992802759933381,0.0059071729957805,0.0061884669479606,Recovered
483610205001,12.07459058341863,0.003617747440273,0.0020043437790878,Recovered
483610213001,0.8396016527174597,0.0075536480686696,0.0023410066328521,Recovered
482450066001,8.130619555737992,0.0020158450704225,0.0036468812877263,Recovered
482450109023,1.4099216710182845,0.0035078534031413,0.0025504861630516,Recovered
483610209001,8.360605743855222,0.0021612466124661,0.0033718442447582,New normal
483610207003,21.207053701234628,0.0039194139194139,0.0079339817270851,Recovered
483610209002,5.523735513086189,0.0158791208791208,0.0021978021978021,Recovered
483610208002,5.758385975984258,0.0017348036578805,0.0023313609467455,Recovered
482450001032,19.590159296041648,0.0048627002288329,0.0030592105263157,Recovered
483610202003,18.541384182580828,0.0053095238095238,0.0022740524781341,Recovered
483610220002,13.413072147603236,0.0,0.0011823880817169,New normal
483610213003,1.209315095846641,0.002859649122807,0.0028070175438596,Recovered
482450070021,6.110559908021423,0.0045323007947829,0.0011482497530999,Recovered
483610202004,17.761308143836636,0.0022063492063492,0.0086802721088435,New normal
483610202001,28.21863483416119,0.0,0.0018071780436312,New normal
483610209004,12.012532387670763,0.0027195121951219,0.0046418485237483,New normal
483610207004,5.203515263644771,0.0069889737065309,0.0021713316369804,Recovered
483610213002,20.487387630382017,0.0,0.0024348984348984,New normal
482450111014,16.90697290333363,0.0011622969603019,0.0089755099430909,New normal
482450104003,15.299097353256158,0.0050648939537828,0.0022792022792022,Recovered
482450069002,13.339196716505434,0.0031264367816091,0.0041954022988505,Recovered
483610223004,1.2885879861807816,0.0111267605633804,0.0033489827856025,Recovered
482450026002,2.9272578189059355,0.0176923076923076,0.0032023411371237,Recovered
482450109011,7.628806216506853,0.0,0.0011518627713749,New normal
482450105004,18.68476440015463,0.0034589800443458,0.0044715447154471,Recovered
482450013032,1.126867402524613,0.0001234880432702,0.0023879286402945,New normal
482450064002,14.85823663117596,0.0,0.001655890003716,New normal
482450117001,4.831679560488841,0.0135833333333333,0.0028333333333333,Recovered
482450116001,24.855410903414192,0.0,0.0021871242912338,New normal
482450003091,0.8315353374188674,0.0027276688453159,0.0079302832244009,Recovered
482450013014,5.082751143636297,0.0166977611940298,0.0028944562899786,Recovered
481990308004,16.457960644007148,0.0,0.0015250976130096,New normal
483610209003,7.303729369927971,0.0034456928838951,0.0022685928303905,Recovered
483610218002,19.43118182578554,0.0035191958676532,0.0029480185280494,New normal
482450108004,11.098779173090424,0.0030022919438602,0.0063426879142575,New normal
482450066003,38.278722883567426,0.0,0.0026407349264492,New normal
482450111012,23.941402360773235,0.0011837706277247,0.0021049116194747,New normal
483610224003,11.412786963889172,0.0035839598997493,0.0056578947368421,Recovered
483610222002,21.08945854041329,0.0033425925925925,0.011426807760141,New normal
482450070011,4.461871281773939,0.0035963041933191,0.002961662276851,Recovered
482450111023,19.05453402037354,0.0026631509558338,0.0030447154471544,Recovered
482450112013,2.086421786635921,0.0100303951367781,0.0012630867950017,Recovered
483610223001,13.888951570320293,0.0056957328385899,0.0014413265306122,Recovered
483610203002,11.152155615823434,0.007892156862745,0.0050980392156862,Recovered
483610222001,29.361390926891406,0.0036220236609594,0.0096318407960198,Recovered
482450108005,7.898348740684045,0.0037494562853414,0.001095349697792,Recovered
482450109013,1.4175317213718108,0.0102777777777777,0.0017283950617283,Recovered
483610223005,21.07729071015881,0.0045217391304347,0.0066202898550724,Recovered
483610219006,20.664980119244326,0.0066778947368421,0.0044923599320882,New normal
483610219002,3.0890494364624583,0.0039949109414758,0.0061068702290076,Recovered
482450009001,15.059747912915366,0.0033999999999999,0.0027762237762237,New normal
483610215025,22.26272727272728,0.0109806410663281,0.008448905109489,Recovered
482450115001,27.10991204263159,0.0,0.0021808367071524,New normal
483610211001,15.973511352277592,0.003076923076923,0.0074247491638796,Recovered
482450110022,0.6138603660839896,0.0086956521739128,0.0005152979066022,Recovered
483610215022,5.719527427917153,0.0094469696969697,0.0024464285714285,Recovered
483610217001,15.594912799282978,0.0006037102190948,0.0035732009925558,New normal
483610218001,17.25306453314531,0.0047436619718309,0.0046478873239436,New normal
483610216003,8.2109679352712,0.0039190283400809,0.0038461538461538,Recovered
482450019002,6.871035940803388,0.0059090909090909,0.0044318181818181,Recovered
482450003103,7.561203077640477,0.0066157760814249,0.0012431842966194,Recovered
482450113042,16.52045403196164,0.0,0.0016624727929075,New normal
482450071001,16.570747614340753,0.0,0.0008996336996336,New normal
482450003062,20.734708225919853,0.006472148541114,0.0030742255990648,Recovered
482450113041,18.72966756468256,0.0007833333333333,0.0012219387755102,New normal
482450019001,7.837103407755584,0.0031390831390831,0.0053648915187376,Recovered
482450026004,3.7293388429752063,0.0169565217391304,0.0026630434782608,Recovered
482450070012,13.927707522200162,0.0097312999273783,0.0031403234220135,New normal
482450005002,3.5074600291991667,0.0099212598425197,0.0033745781777277,Recovered
482450104002,7.1726393334228495,0.0047743428665895,0.0012265423770391,Recovered
482450024002,17.728052631765912,0.0038867924528301,0.0041268566840626,New normal
482450023003,8.133171176649439,0.0038857142857142,0.0042666666666666,Recovered
482450061003,1.739683618725654,0.0029893238434163,0.0006049822064056,Recovered
